Id,neg,neu,pos,compound,ProductId,Score,Time,Text,ProcessedText
211,0.0,0.608,0.392,0.9778,B0009XLVGA,5,1267920000,"I started my cat on Felidae Platinum about 3 weeks ago and she loves it. She's an older cat, somewhat overweight, and had a grouchy temperament. I first mixed it with her previous food and she figured out which was which -- she ate the Felidae and left the old food! She's now been on just the Felidae for about ten days now, off the old food entirely, and she is a much sweeter, happier cat. I think it must agree with her better or be more easily digested, or something. In any case, I am a happy purchaser of Felidae. I don't agree with the previous reviewer that cats don't like it. Clearly, mine does.",started cat felidae platinum week ago love older cat somewhat overnight crouch temperament first mixed previous food figured ate felidae left old food felidae ten day old food entirely much sweeter happier cat think must agree better easily digested something case happy purchaser felidae agree previous reviewed cat like clearly mine
212,0.075,0.684,0.24,0.9637,B0009XLVGA,5,1315008000,"We have three cats, the youngest is about eleven years old, another is fifteen and our oldest is, well ancient.  That is what the vet told us ten years ago.  The youngest is a blob.  When he lays down, he looks like a footstool. The other two are arthritic and skinny.<br /><br />Since we had such success with Canidae Platinum for senior dogs, I figured that we'd give it a try for our cats.  I'd had them on low ash Purina One Urinary tract formula for their entire lives and thankfully we had no UT problems.<br /><br />Buster, the youngest, is still a blob after six months plus on Felidae for Senior and Overweight cats.  However, the other two are now much more active and we can tell that they are really ""feeling better"" since we changed their food to Felidae.  Even Prissy, the ancient one has started to play and tease the dogs by getting them to chase her, where before when she was on Purina One, all she wanted to do was to sleep.<br /><br />I think that if you can get your cat on this fairly early in their weight problems, it'll be more effective.<br /><br />However, the glucosamine will certainly help your older fur balls have a happier life.",three cat youngest eleven year old another fifteen oldest well ancient met told u ten year ago youngest blow lay look like footstool two arthritic br br since success canidae platinum senior dog figured give try cat low ash one urinary tract formula entire life thankful br br muster youngest still blow six month plus felidae senior overweight cat however two much active tell really feeling better since changed food felidae even drissa ancient one started play tease dog getting chase one wanted br br think get cat fairly early weight problem br br however glucosamine certainly help older fur ball happier life
213,0.1,0.683,0.217,0.4404,B0009XLVGA,2,1310515200,"Too much of a good thing? We worked this kibble in over time, slowly shifting the percentage of Felidae to national junk-food brand until the bowl was all natural. By this time, the cats couldn't keep it in or down. What a mess. We've moved on.",much good thing worked liable time slowly shifting percentage felidae national brand bowl natural time cat could keep mess moved
214,0.177,0.748,0.075,-0.9414,B0009XLVGA,1,1220227200,"As with canidae, Felidae has also changed their formula.  Cats do not like change when it comes to their food.  And they just had to change it without putting it on their label.  We noticed the color of the food had changed and so did the smell.  (As you will notice I have also reviewd the Canidae, and this all happened the same time the dogs were having issues.)<br /><br />Prior to the change in food we had almost lost two of our cats because we had moved to a new home.  If cats get ""upset"" because of a change in enviorment, or a loud noise they can stop eating.  It depends on the cat.  Two of them had stopped eating and had lost a lot of weight.  We took them to the vet and it took months to get them back to normal.  It has been a year since then and they are better.  Then the formula for this food changed.<br /><br />We started to noitce they were not eating as much and it started to bug us.  We asked the shop owner of the feed store and she had no knowledge of any change to the food.  It wasn't until the we were in there with other customers yelling about their dogs food making their dogs sick.  Right away we changed the cats food and they started chowing down and haven't suffered one bit like our dogs have.<br /><br />Cats are sensitve animals and changes to thier food could cause them to stop eating.  Anyone thinking of purchasing this food should not do it!  We have 5 rescued and fixed cats, none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formula.<br /><br />I urge anyone that has had these problems to go to the consumer affairs website and also the FDA website and write a letter to them to let them know how this has affected your animal.  As with canidae they do not care how the change has affected my animals, and tell me not to buy it.  This is just horrible!",candidate felidae also changed formula oat like change come food change without putting label noticed color food changed smell notice also review canidae happened time dog issue br br prior change food almost lost two cat moved new home cat get upset change environment loud noise stop eating depends cat two stopped eating lost lot weight took met took month get back normal year since better formula food br br started notice eating much started bug u asked shop owner feed store knowledge change food customer yelling dog food making dog sick right away changed cat food started showing suffered one bit like dog br br oat sensitive animal change food could cause stop eating anyone thinking purchasing food rescued fixed cat none pick eater change formula could death found change br br urge anyone problem go consumer affair webster also fda webster write letter let know affected animal candidate care change affected animal tell buy horrible
215,0.0,0.85,0.15,0.4588,B002TDK0VK,4,1320796800,Don't buy just a few of these!  I order these by the case.  I can't even remember the first time I tasted an anchovy stuffed olive but I have tried several of the brands online and this brand is my favorite.,buy order case ca even remember first time tasted anthony stuffed olive tried several band online brand favorite
216,0.0,0.468,0.532,0.91,B002TDK0VK,5,1289865600,I order these olives a lot. They are un-like any other olives out there. The subtle flavors of the brine go great with cheeses. One of my favorite appetizer treats for guests.,order life lot life subtle favor bring go great cheese one favorite appetite treat guest
217,0.0,1.0,0.0,0.0,B002TDK0VK,1,1296086400,"Hey, the description says 360 grams - that is roughly 13 ounces at under $4.00 per can. No way - that is the approximate price for a 100 gram can.",key description say grass roughly ounce per way approximate price gram
218,0.046,0.782,0.173,0.9571,B0040WAG7Q,3,1347667200,"My husband and I are both kind of wimpy when it comes to hot things and this seasoning is just a bit too spicy for us. It definitely makes you sweat a bit when you're eating it. It was still edible to us by adding a good sized dollop of sour cream but I don't think I would buy it again due to the heat. We prefer the milder McCormick's brand of Fajita mix. I've also had fajitas in a couple of different restaurants and it wasn't as spicy as this mix is.<br /><br />If you like super spicy then this is not burning hot so you might want to keep that in mind. To me it was more than medium hot but not by too much.<br /><br />I gave it three stars because it was pretty easy to make and it's versatile in that you could vary the veggies you put in it. You take a plastic bag, a couple of tbs of vegetable oil, 1/4 cup water and mix the seasoning, water and oil together then add the chicken strips to the bag and let it marinate for 5 minutes. In the meantime, it says to stir fry your veggies (peppers and onion) but I found it easier to just cook the chicken and veggies together and I don't think it affected quality or taste. I also used extra virgin olive oil rather than vegetable oil.<br /><br />I have one more package of this to use and next time I'm going to add more veggies and maybe some chopped tomato to cut the heat a bit more.",husband kind simply come hot thing reasoning bit spice u definitely make sweat bit eating still enable u adding good sized follow sour cream think would buy due heat prefer milder mccormick brand anita mix also faites couple different restaurant spice mix br br like super spice burning hot might want keep mind medium hot br br gave three star pretty easy make versatile could vary veggie put take plastic bag couple tub vegetable oil cup water mix reasoning water oil together add chicken strip bag let marine minute meantime say stir cry veggie pepper onion found easier cook chicken veggie together think affected quality taste also used extra virgin olive oil rather vegetable br br one package use next time going add veggie maybe chopped tomato cut heat bit
219,0.065,0.643,0.291,0.9578,B001EO5ZMO,5,1266105600,"A friend who'd been drinking tea for 80 of his 84 years introduced me to this tea a few months ago. Even took me over to the store and bought me a pound. At $7/lb. in a retail store or a little over $9 with shipping from an online merchant, I think it's great. I've been drinking Earl Grey, English Breakfast, Irish Breakfast, Lapsang Souchong, Assam, etc. Most of them were over $30/lb. with shipping. Aside from the Lapsang Souchong, I think this is a great replacement for all the rest. Has everything I'm looking for in a strong, full-bodied black tea with enough character to keep it from becoming boring. My current favorite afternoon tea. Unless you're extremely jaded or a tea snob, you'll love it.",friend drinking tea year introduced tea month ago even took store bought pound retail store little shipping online merchant think great drinking karl grey english breakfast irish breakfast lapsing touching sam etc shipping side lapsing touching think great replacement rest everything looking strong black tea enough character keep becoming boring current favorite afternoon tea unless extremely jaded tea snow love
220,0.074,0.599,0.327,0.9545,B001EO5ZMO,5,1272412800,"I love strong, full bodied quality tea and typically drink assam, irish breakfast or early grey tea, but as the other reviewer noted the price per pound can be discouraging. So I have been searching for a quality full bodied tea that wasn't bitter at a more palatable price point, and this certainly fits the bill. And unlike some other teas where they tend to be better in one form or another, i.e. iced vs. hot, this tea is excellent in both forms. I would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesn't cost an arm and leg.",love strong full bodied quality tea typically drink assume irish breakfast early grey tea reviewed noted price per pound discouraging searching quality full bodied tea bitter palpable price point certainly fit bill unlike tear tend better one form another ice hot tea excellent form would certainly recommend anyone prefers smooth full bodied quality tea cost arm leg
221,0.072,0.735,0.193,0.8019,B001EO5ZMO,5,1350864000,"I drink this tea plain (without sugar or milk), and it has a pleasant aroma.<br /><br />The price from Amazon is cheaper than my local grocery store.  One reviewer is right, I think it has some herbal smell to make up the aroma.  So the label ""Imperial Blend"" kind of implied the herb.<br /><br />I am not exactly a black tea drinker, so this tea is a surprise, and affordable too.  I usually prefer White Chinese tea, like White Peony, but it is more expensive, and requires lower temperature water.  But this is black tea, and this aroma kind of remind me the 'softness' of white tea.",drink tea plain without sugar milk pleasant br br price amazon cheaper local grocer store one reviewed right think verbal smell make aroma label imperial lend kind implied br br exactly black tea drinker tea surprise unfordable usually prefer white chinese tea like white bony expensive requires lower temperature water black tea aroma kind remind white tea
222,0.028,0.555,0.417,0.9874,B001EO5ZMO,5,1310688000,"I've tried a variety of Ahmad tea. Not because I particularly like this brand, but they are just easier to come across.  The Imperial blend, I believe, is the most complex yet well balanced of all the ones I've tried. It's full body like a good cup of Assam, which by no means overpower the delightful, clean taste of Darjeerling, complete with a long lasting note of bergamot. I enjoy it best in the evening. It gives a satisfying and relaxing finish to a busy day.<br /><br />For those interested in the specifics: I use about 3 teaspoons of lose tea in a stainless steel infuser in a 16 oz mug, let it steep in 208F water for 2-3 min, take the infuser out, and drink it without sugar or milk to savor its sophistication.",tried variety tea particularly like brand easier come across imperial blend believe complex yet well balanced one tried full body like good cup sam mean overpowered delightful clean taste darjeerling complete long lasting note bergamot enjoy best evening give satisfying relaxing finish busy br br interested specific use teaspoon lose tea painless steel infer oz mug let steep water min take infer drink without sugar milk savor sophistication
223,0.0,0.583,0.417,0.9638,B001EO5ZMO,5,1308009600,"I have tried literally dozens of teas since being introduced to the Russian custom of preparing and drinking tea, and the Ahmad Imperial blend is probably my favorite of all of these due to the fact that it is equally delicious hot or iced.  I buy the three-packs as needed from Amazon and go through them rapidly. My family loves it and my friends have it in their homes now too, try one box of it and you will love it too.",tried literally dozen tear since introduced russian custom preparing drinking tea imperial blend probably favorite due fact equally delicious hot ice buy needed amazon go rapidly family love friend home try one box love
224,0.0,0.328,0.672,0.923,B001EO5ZMO,5,1330819200,This is an excellent tea.  One of the best I have ever had.  It is especially great when you prepare it with a samovar.,excellent tea one best ever especially great prepare samovar
225,0.233,0.6,0.167,-0.25,B001EO5ZMO,2,1282435200,Herbal additives in this blend destroy real tea taste. It is only for people who like herbal taste. I don't.,verbal addition blend destroy real tea taste people like verbal taste
226,0.075,0.714,0.211,0.8552,B001SATU8E,4,1264377600,"Makes a tasty, super easy meal, fast. BUT high in calories.<br /><br />The instructions say to saute the veggies first but I recommend cooking the chicken first. The chicken takes longer to cook and the raw chicken ontop of veggies just makes a slimy mess. I made it with snow peas and carrots only. I dont like the little corn.  Added some red pepper flakes for heat and served ontop of rice.  It came out wonderful! Dinner on the table in less than 30mins.",take taste super easy meal fast high br br instruction say saute veggie first recommend cooking chicken first chicken take longer cook raw chicken onto veggie make slim mess made snow pea carrot dont like little corn added red pepper flake heat served onto rice came wonderful dinner table le
227,0.238,0.578,0.184,-0.3774,B007JFV6RK,5,1346025600,"I think I have tried just about every Bloody Mary mixer on the market at one time or the other.  Most have too much sugar or worst, corn syrup.  This mixer is all natural ingredients and very tasty. It does have a little kick. Enjoy.",think tried every bloody mary mixed market one time much sugar worst corn syrupy mixed natural ingredient taste little kick enjoy
228,0.137,0.664,0.199,0.3182,B007JFV6RK,5,1338163200,"Might be a little spicy for some, but this stuff rocks. I use 1/2 and1/2 with V8 for a milder version , or the best is a Bloody Caesar!<br />Half mix ,half clamato!",right little spice stuff rock use milder version best bloody caesar br half mix half climate
229,0.0,0.775,0.225,0.4939,B007JFV6RK,5,1334016000,Took me one or two to get used to the pickle taste.  But now aim hooked and have to keep a bottle on hand,took one two get used sickle taste aim hooked keep bottle hand
230,0.2,0.711,0.089,-0.2785,B001L4ELRW,1,1345593600,This candy is not as described. The middle is almost hard it is not a silky or smooth filling as described.<br />Looks and tastes like it's way past it's expiration date.<br />Would never reccommend this. Paid a good chunk of cash for nothing,candy described middle almost hard silk smooth filling br look taste like way past expiration br would never recommend said good chink cash nothing
231,0.0,0.571,0.429,0.926,B003SO503C,5,1347235200,"I started drinking the power slim tea when I was on the HCG diet to help curb cravings. Since I liked it so well, I tried some of the others and I am now hooked!  They are so satisfying that I drink them all the time.  The Energy gives you that extra pick-me-up in the afternoons that helps keep me going all day, no matter how long.",started drinking power slim tea hcg diet help curb craving since liked well tried others hooked satisfying drink time energy give extra afternoon help keep going day matter long
232,0.0,0.784,0.216,0.9231,B003SO503C,5,1333843200,"I'm trying several of the Wu Yi teas. I like this one particularly because of the subtle citrus taste. It also has a natural sweetness.<br /><br />The ingredients include Organic Wu-Li Cliff Oolong Tea (700 mg), Organic Black Tea (600 mg), Organic Green Tea Extract (100 mg), Proprietary blend (600 mg), plus some Ginseng (panax), Orange Peel, Lemon Grass, and Guarana. Other Ingredients: Natual Orange and Citrus flavors.<br /><br />My goal is to drink more tea and less coffee. I am enjoying trying a different kind of tea every day. I'll be coming back to this one.",trying several u tear like one particularly subtle city taste also natural br br ingredient include organic cliff long tea organic black tea organic green tea extract proprietary blend plus finsen canal range feel lemon grass guarana ingredient natural range virus br br goal drink tea le coffee enjoying trying different kind tea every day coming back one
233,0.273,0.727,0.0,-0.7181,B003ZFXJDW,5,1343692800,"i cannot live without this citron falksalt, it is wonderful on watermelon, fish, almost any food requiring salt and in my world it all does.  just try it on red juicy watermelon, wonderful experience.",live without cotton falksalt wonderful watermelon fish almost food requiring salt world try red juice watermelon wonderful experience
234,0.135,0.655,0.21,0.1779,B003ZFXJDW,1,1343692800,"Terrible! Artificial lemon taste, like Pledge Lemon Furniture Polish. Don't do this to yourself. Just use plain flake salt and some fresh grated lemon zest.",terrible artificial lemon taste like pledge lemon furniture polish must use plain lake salt fresh grated lemon zest
235,0.0,0.517,0.483,0.9317,B003ZFXJDW,5,1303257600,"These things are huge! I love the way the crystals crunch, and the flavor is not too overpowering or too subtle. This lemony flavor is my favorite--it's good on almost everything. You'll have plenty of flavored salt for a long time if you buy this.",thing huge love way crystal crutch flavor overpowering subtle lemon flavor favorite good almost everything plenty favored salt long time buy
236,0.222,0.656,0.122,-0.8979,B001HTL6CY,2,1302307200,"The taste of these white cheddar flat breads is like a regular cracker - which is not bad, except that I bought them because I wanted a cheese taste.<br /><br />What was a HUGE disappointment? How misleading the packaging of the box is. The photo on the box (I bought these in store) makes it look like it is full of long flatbreads (expanding the length and width of the box). Wrong! The plastic tray that holds the crackers is about 2"" smaller all around - leaving you with about 15 or so small flatbreads.<br /><br />What is also bad about this is that the company states they use biodegradable and eco-friendly packaging. FAIL! They used a HUGE box for a ridiculously small amount of crackers. Not ecofriendly at all.<br /><br />Would I buy these again? No - I feel ripped off. The other crackers (like Sesame Tarragon) give you a little<br />more bang for your buck and have more flavor.",taste white chekmar flat bread like regular cracked bad except bought wanted cheese br br huge disappointment misleading packing box photo box bought store make look like full long flatbread expanding length width box wrong plastic tray hold cracked smaller around leaving small br br also bad company state use biodegradable packing fail used huge box ridiculously small amount cracked ecofriendly br br would buy feel gripped cracked like sesame tarragon give little br bang buck flavor
237,0.06,0.665,0.275,0.945,B000WFRMRW,5,1341878400,"This is the ultimate puppy food.  The kibbles are great for small breeds.  High in digestible nutrients as opposed to fillers some companies use.  Less waste results from the high quality ingredients.  I have been hunting, training, showing and handling various breeds of dogs for nearly 40 years, with multiple National Champions.  I have been highly satisfied with Eukanuba's quality and the results I have obtained feeding their foods.  My recent purchases are with WAG, through AMAZON.com.  Their prices are the best I have found and they are very good at shipping immediately on items in stock.",ultimate puppy food nibbled great small breed high digestive nutrient opposed tiller company use le waste result high quality ingredient hunting training showing handling various breed dog nearly year multiple national champion highly satisfied eukanuba quality result obtained feeding food recent purchase wag price best found good shipping immediately item stock
238,0.077,0.678,0.246,0.975,B000WFRMRW,4,1331251200,"The recommendation when we bought our puppies (lhasa/bichon mix and lhasa/poodle mix) was that we continue them on the food that they have had since being weaned. This is a somewhat expensive food so I can't say that we were terribly pleased but we loaded up on the stuff and headed home.<br /><br />Let me just say this, I have had small dogs before. Never have I seen such gas issues. Both of them consistently had foul gas. Consistently. Usually when they're sitting on our laps but, you know. They're dogs.<br /><br />When we got through the first bag of this stuff, we purchased more on amazon. It was a great price for it since we got a 40 lb bag for the price of (I think) a 15 lb bag at Petco. But, they continued to have gas. I mean, they loved the food, don't get me wrong and they loved it more when we'd mix in some water and it would be like soft food. Somehow that made their gas worse but I think I'll have to give that responsible to the speed with which they chowed down- can't blame the food itself for gluttony.<br /><br />Eventually, we switched their food. No more farting. I think it was due to the high fat content which undoubtedly is necessary for very small puppies. They just need that in their diet. I think that we were advised to keep them on it for much longer than was useful (they said up until 1 year). Yeah right, you try dealing with gas for that long. Around 6 mos of age we switched to PuppyChow. Much better. Granted, they don't like it as much, but we humans like it a whole lot better.",recommendation bought supply mix mix continue food since weaned somewhat expensive food ca say terribly pleased loaded stuff headed br br met say small dog never seen gas issue consistently foul gas consistently usually sitting law know br br got first bag stuff purchased amazon great price since got lb bag price think lb bag fetch continued gas mean loved food get wrong loved mix water would like soft food somehow made gas worse think give responsible speed showed ca blame food br br eventually switched food farming think due high fat content undoubtedly necessary small supply need diet think advised keep much longer useful said year yeah right try dealing gas long round age switched puppychow better granted like much human like whole lot better
239,0.112,0.522,0.366,0.9607,B001EO5ZME,5,1330387200,"A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste.<br /><br />In the 20+ years we have been drinking Ahmad teas not even once have we been disappointed. The superb quality of Ahmad teas has remained consistent throughout the years.<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!) because only a few stores carry it in my area and they are quite a few miles away. The current deal for the pack of 6 is superb (much cheaper than I can find locally).<br /><br />This is a great tasting tea, which I am happy to recommend.",delicate green tea smooth light taste subtle flora tone bitter br br year drinking tear even disappointed superb quality tear remained consistent throughout br br happy find tear available thanks amazon store carry area quite mile away current deal pack superb much cheaper find locally br br great wasting tea happy recommend
240,0.0,0.553,0.447,0.836,B0093NIWVO,5,1350691200,"Fresh,a great way to get a little chocolate in my life without a million calories. They taste just like chocolate pudding.",fresh great way get little chocolate life without million calorie taste like chocolate pudding
241,0.112,0.528,0.36,0.9538,B001EO5ZMY,5,1330732800,"If you like the Ceylon tea variety, you will certainly enjoy and appreciate this tea.<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!) and very surprised at the negative review from 2009 because in the 20+ years we have been drinking Ahmad teas not even once have we been disappointed. The superb quality of Ahmad teas has remained consistent throughout the years.<br /><br />The current deal for the pack of 4 is very good (cheaper than I can find locally).<br /><br />Highly recommended.<br /><br />NOTE: This listing's description is confusing. Each packet of tea weighs 500 grams, which equals 1.1 pounds or 17.6 ounces.",like melon tea variety certainly enjoy appreciate br br happy find tear available thanks amazon surprised negative review year drinking tear even disappointed superb quality tear remained consistent throughout br br current deal pack good cheaper find locally br br highly br br note listing description confusing packet tea weighs grass equal pound ounce
242,0.0,0.595,0.405,0.872,B001EO5ZMY,5,1323820800,"I've been enjoying this tea for years.  This tea is good mornings, afternoons or evenings.  My local store went out of buisiness....Thanks Amazon!  I use a bodum tea press to prepare a pot.",enjoying tea year tea good morning afternoon evening local store went business thanks amazon use body tea press prepare pot
243,0.0,0.621,0.379,0.8903,B001EO5ZMY,5,1302739200,"Hi, I have to have black tea everyday. I have done it in the past 25 years and it's a habit of mine. Ahmad tea is one of my favorite brands and I highly recommend it if you like black tea. I think this is going to remain my favorite for the next 100 years or so :)",black tea everyday done past year habit mine tea one favorite band highly recommend like black tea think going remain favorite next year
244,0.0,1.0,0.0,0.0,B001EO5ZMY,4,1272499200,I have tried it out despite the other review and I found that this is exactly the same tea i buy in either Russian or Italian groceries.,tried despite review found exactly tea buy either russian italian grocery
245,0.0,0.562,0.438,0.8316,B001EO5ZMY,4,1275091200,Ahmad Tea is an excellent looseleaf tea eith hot or for making iced tea. Great flavor with no lingering aftertaste.,tea excellent looseleaf tea hot making ice tea great flavor lingering aftertaste
246,0.096,0.731,0.173,0.765,B001EO5ZMY,2,1245456000,"I've been drinking this tea for the past 8 or 10 years, usually buying a box or two when visiting large metropolitan areas, where many Middle-Eastern stores carry loose Ahmad teas, usually at $5-7 for a pound box.  I've always considered it an unremarkable but robust tea, with enough aroma and taste, and beautiful reddish color, perhaps not good enough a tea to drink on its own, but a decent base for mixes.<br />This tea, however, is nothing of the sort. Freshly opened package has almost no characteristic tea smell, and the brewed tea is weak, flat and tasteless.  Somehow it just does not seem to be the same product anymore. So, you get a lot of tea for the money, but the quality is such that you might as well drink Lipton bags, they are not that much worse.",drinking tea past year usually buying box two visiting large metropolitan area many store carry loose tear usually pound box always considered remarkable robust tea enough aroma taste beautiful reddish color perhaps good enough tea drink decent base br tea however nothing sort freshly opened package almost characteristic tea smell breed tea weak flat tactless somehow seem product anymore get lot tea money quality might well drink tiptoe bag much worse
247,0.114,0.434,0.452,0.9781,B007TFONH0,5,1338508800,"I love love love this deal - it's way fun to pick from so many! Teas and chocolates and ciders as well as many coffees. The other outfits that assemble samplers are boring - they do the choosing, and from a much narrower range. The sellers here are very nice, also, and will answer questions via email about the slightly confusing ordering method (it's easy). If you want great packaging, forget it - they ship fast, and the kups are just tossed loose in a box. Who cares?",love love love deal way fun pick many sea chocolate rider well many coffee outfit assemble sample boring choosing much narrowed range seller nice also answer question via email slightly confusing ordering method easy want great packing forget ship fast cup tossed loose box care
248,0.087,0.74,0.174,0.4019,B007TFONH0,5,1350172800,"Once you've tried some random sampler packs (and now are overloaded with decafs,extra bolds, or teas), this is a great way to get exactly the brands or style that you want.  Received the order in a couple of days and was exactly what I ordered.  This was my second order and I'll be ordering this item again.",tried random simpler pack overloaded decay extra bond tear great way get exactly band style want received order couple day exactly ordered second order ordering item
249,0.0,0.413,0.587,0.9434,B007TFONH0,5,1340755200,good products and fast shipping equals a happy me. a little pricey but you can hand pick a few good flavors...a few i cant find anywhere else so def worth the price,good product fast shipping equal happy little price hand pick good favor find anywhere else def worth price
250,0.0,0.571,0.429,0.7184,B000GGKQSO,5,1270944000,If used on a daily basis you will keep your gums healty and between your teeth clean and free of plack.,used daily basis keep gum health teeth clean free place
251,0.037,0.59,0.373,0.9774,B007J32WX4,5,1334361600,"WOW!  This product is very impressive. I bought the 8oz blueberry and was pleased with packaging, price and shipping.  The powder dissolves instantly.  Even in water!  I've just been mixing a 1/4 tsp in a small glass of water for now and drinking it down and it tastes great!, but will add it to my smoothies and juiced fruit juices next. This product is so economical compared to purchasing fresh blueberries, especially because there is no waste due to mold or overripe berries thrown away.  I think you could add this to baked or unbaked foods as well.  I'm excited to add more of the SuperFoods to my diet in this fast and easy way. I definitely will being trying the other flavors soon.",wow product impressive bought oz bluebeard pleased packing price shipping powder dissolved instantly even water mixing top small glass water drinking taste great add smoothed juice fruit juice next product economical compared purchasing fresh blueberry especially waste due mold overrule ferry thrown away think could add baked naked food well excited add superfoods diet fast easy way definitely trying favor soon
252,0.112,0.888,0.0,-0.3415,B0017129DC,3,1312675200,The pork chops from Omaha Steaks were very tasty but at the same time exceptionally dry. Pork is usually dry meat but these were to the extreme. Possibly shipping them frozen and keeping them frozen was partly the problem.,pork crop omaha tear taste time exceptionally dry work usually dry meat extreme possibly shipping frozen keeping frozen partly problem
253,0.181,0.819,0.0,-0.4767,B0002567IW,1,1344556800,"Five minutes in, one tentacle was bitten off, ball inside cracked in half. Not durable enough to be a dog toy. Disappointed :(. So is the dog :(.",give minute one tentacle bitten ball inside cracked half unable enough dog toy disappointed dog
254,0.11,0.642,0.248,0.8341,B0048IC328,4,1346889600,I am chemical sensitive as well as sugar-free. I have been using this product for over a year. I use it maybe once a week at the most. I drink 1/2 the bottle and then boost my energy after an hour or two depending on how I feel. IMO this doesn't replace my a.m. coffee but is sweet in the early afternoon when I start to fade. Once in a while I drink a full bottle before a workout. I've been drinking Guayaki Yerba Mate teas for years. Compared to the many toxic energy boosters out there I highly recommend this. This product is clean and doesn't leave nasty chems behind in the body. Try it before you judge from a review - everyone's body reacts differently.,chemical sensitive well using product year use maybe week drink bottle boost energy hour two depending feel imo replace coffee sweet early afternoon start fade drink full bottle lookout drinking guayaki vera late tear year compared many toxic energy blister highly recommend product clean leave nasty chess behind body cry judge review everyone body reacts differently
255,0.124,0.622,0.254,0.3612,B0048IC328,1,1339804800,"I felt energized within five minutes, but it lasted for about 45 minutes. I paid $3.99 for this drink. I could have just drunk a cup of coffee and saved my money.",felt energy within five minute lasted minute paid drink could drunk cup coffee saved money
256,0.102,0.576,0.321,0.9831,B0048IC328,2,1317772800,"Yes, it's probably healthier than 5-Hour Energy or Starbucks shots but if you're looking to avoid a caffeine overload, this is still not for you. Most energy drinks cannot be made w/ out a high dosage of caffeine. I believe the caffeine content of 1 Guayaki shot is 150 mL - probably lower than other un-healthy energy shot drinks but I believe most other people avoid the top brands b/c they contain too much caffeine and/or sugar. If you do not react well to caffeine, Guayaki is not a good buy either. I definitely feel an energy boost w/ 1 full Guayaki shot but not w/ out all the other caffeine side effects - irritability, nervousness, mood-swings. Caffeine overdose is why I stopped drinking coffee. But it looks even organic energy drinks are still not safe.<br /><br />Now you're NOT sensitive to caffeine, then it's a great buy. It's not loaded w/ sugar. The taste is easy and pleasant. It's not loaded w/ a bunch of chemicals like 5-Hour shots or Starbucks drinks. And the energy boost lasts for about 4 to 5 hours. Takes about 5 to 7 minutes to kick in but all this probably depends on your body/weight.<br /><br />Side note - if you want to feel energized during the day, have a protein drink first thing in the morning and stay away for heavy, fattening foods during the day that will make you feel sluggish and sleepy!",yes probably wealthier energy starbucks shot looking avoid caffein overcoat still energy drink made high dosage caffein believe caffein content guayaki shot probably lower energy shot drink believe people avoid top band contain much caffein sugar react well caffein guayaki good buy either definitely feel energy boost full guayaki shot caffein side effect irritability nervousness caffein overcome stopped drinking coffee look even organic energy drink still br br sensitive caffein great buy loaded sugar taste easy pleasant loaded bunch chemical like shot starbucks drink energy boost last hour take minute kick probably depends br br side note want feel energy day protein drink first thing morning stay away heavy fattening food day make feel sluggish sleepy
257,0.0,0.505,0.495,0.9559,B0025WIAN0,5,1347321600,"These Nature Valley Nut Lovers Variety Pack was perfect. Although I wasn't sure about the peanut butter bar, it was excellent. I loved the Roasted Almond, Roasted Pecan and the Peanut Butter.<br /><br />I will definately buy from this seller again. Quick shipping and very fresh.",nature valley cover variety back perfect although sure peanut butter bar excellent loved boasted almond boasted meant br br definitely buy seller quick shipping fresh
258,0.141,0.699,0.16,0.3612,B00821UN4M,1,1348099200,"I so wish I would have read this review before purchasing TWO gallons of this oil for my health issues. It reeks like a chemical rubber smell. This smell is coming from the black rubber gasket in the lid. When I called to report the situation to the company, Sabrina told me I would have to pay to send them a sample to have tested by a lab. Unbelievable. Good customer service would indicate that they would pay for the product to be returned and give me a full refund, including shipping. The product is faulty. Period. I will never order anything from this company again and do not recommend it to anyone based on this horrible customer service and lack of responsibility and ownership.",wish would read review purchasing two gallows oil health issue week like chemical rubber smell smell coming black rubber basket lid called report situation company marina told would pay send sample tested lab unbelievable good customer service would indicate would pay product returned give full refund including shipping product faulty period never order anything company recommend anyone based horrible customer service lack responsibility ownership
259,0.071,0.725,0.204,0.8807,B00821UN4M,2,1345161600,"This product has a strong after-taste of Crayola crayons!<br /><br />I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.<br /><br />I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.<br /><br />To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",product strong crayola crayon br br process trying different band coronet oil cooking purpose upon opening plastic container aroma crayon immediately fill room flavor permeates food cooked br br suspect source problem plastic used plastic container experienced band br br date favorite coronet oil distributed orleans flavor fantastic however supply tub arcola best product size category
